participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
L56_481,53,150.8,205.66666666666663,131.83333333333334,72.6,A,1,0.9489510905093004,0.39127592559576835,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,54,161.0,100.16666666666669,95.25,157.66666666666666,A,1,0.5115902091100665,0.02593613227427467,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,55,122.33333333333331,122.0,95.88888888888889,71.5,A,1,0.49386047766833074,0.003238429361759363,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,56,180.84615384615384,129.16666666666666,174.42857142857142,136.88888888888889,A,1,0.3327021957495979,0.041315111241683806,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,57,171.625,201.5555555555556,82.83333333333333,0.0,A,1,1.767977339871471,0.2625407364541776,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,3,127.0,107.0,100.0,76.0,B,0,0.4975609756097561,0.1951219512195122,answer_A,A,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,4,61.5,87.0,80.5,46.57142857142857,A,1,0.5868325557283567,0.09434940383618455,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,6,140.0,135.5,95.0,127.0,A,1,0.36180904522613067,0.036180904522613064,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,7,168.66666666666666,132.16666666666666,170.33333333333334,106.72727272727272,A,1,0.44026113631000774,0.011536142209171365,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,8,135.3,104.55555555555556,147.5,216.2,A,1,0.7399116347569955,0.45530191458026503,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,9,107.5,167.0,135.125,127.57142857142856,A,1,0.4430409201209986,0.23734335006482066,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,10,153.44444444444446,116.375,62.0,146.33333333333334,A,1,0.7649809742353386,0.05948819240712234,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,11,123.8,99.0,156.8,123.125,A,1,0.4598935799890597,0.2625689989556916,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
