participant_id,random_intercept
l22_364,0.5280775368295129
l22_367,-0.7689099570568293
l22_53,-0.9601667380964453
l23_234,-0.2974999278828579
l23_235,-0.852145248231899
l23_368,0.9747318308032201
l23_371,-0.20764154400153317
l23_54,0.23304382446279223
l23_97,0.6444230667070316
l24_105,1.888190085181071
l24_236,0.4102126962758215
l24_241,-1.1310066470113473
l24_370,0.20031108013224463
l24_372,-0.48047783845507597
l24_55,0.005544603970286808
l25_106,0.10799526701570905
l25_238,-0.32867592226598735
l25_243,-0.024360929572185094
l25_373,-0.30360321188223915
l25_374,-1.2813553361385799
l25_56,-0.6874869525263051
l26_107,-0.3482604813522962
l26_239,0.7260786532954581
l26_244,-0.45956066878268126
l26_375,0.04561792496682792
l26_376,0.8530584307340153
l26_57,-0.11037679273485611
l27_108,-0.7423757263629356
l27_245,-1.0997863329883795
l27_270,-0.1993969998959439
l27_377,0.3944947613891564
l27_378,0.04263984323184623
l27_58,0.01918947106737753
l28_242,0.059627238373546415
l28_246,0.8063976626819658
l28_379,0.49776150659343077
l28_380,-0.43946714007685406
l28_495,-0.09305012266404596
l28_59,-0.06961945794295926
l29_110,0.6893034204470305
l29_247,1.3949044104090877
l29_248,-0.36852186974163276
l29_383,0.3869374685940574
l29_454,0.7707095064859896
l29_60,-0.7516250524616893
l2_160,1.6284784622576112
l2_165,0.15639443434494207
l2_174,0.34651267102960626
l2_323,0.19932563975983517
l2_324,-0.15783670988698523
l2_65,0.5189456044423585
l30_111,-0.8333004381302636
l30_249,0.2247310259522258
l30_254,-0.41904328343349045
l30_385,0.7514287049130972
l30_386,1.1465130766153553
l30_61,-0.06649813597928571
l31_112,0.17797019134666556
l31_251,-0.11463760207928439
l31_257,-0.5323459214123648
l31_387,-1.0265399050671218
l31_388,0.046951739871550185
l31_62,0.46935681845946525
l32_255,0.4188381907383832
l32_263,-1.1689206677630501
l32_389,0.3016000401505217
l32_390,-0.8581711396640409
l32_502,-0.6774941864024195
l32_63,0.014578535758832334
l33_115,0.6531008249657054
l33_258,0.27191516131686494
l33_276,-0.19161373143534405
l33_284,0.9599773922735291
l33_391,-1.2424643191979075
l33_515,-0.6627828592511008
l34_116,0.5846411863154357
l34_277,-1.321981519998231
l34_398,-1.125838731699231
l34_447,0.7547494348939908
l34_473,-0.20256006520922007
l34_512,0.5938341881537545
l35_118,0.7544008601156621
l35_264,0.12244598862928158
l35_278,-0.7173793115321375
l35_399,0.6209725674429943
l35_450,0.005697831471561429
l35_85,-1.4514909332708326
l36_119,0.14803197705739748
l36_280,-0.39077577780617345
l36_394,0.5023462275859262
l36_400,-1.1573310326908788
l36_486,-0.14926132774673403
l36_524,0.05485902753880846
l37_120,-0.34200397533603477
l37_273,0.29951142110035217
l37_395,0.3280872173173189
l37_401,0.008029298376906848
l37_534,-0.22890719948397242
l37_87,-0.1870548008245226
l38_121,0.6817045911356003
l38_282,-0.7622394371893766
l38_285,1.1006623681869707
l38_396,-0.0006131609720910371
l38_402,0.9179001199583977
l38_97,-0.6438413172211217
l39_122,0.14480114536079905
l39_125,-0.06135608517574957
l39_289,-0.06885165907330103
l39_299,-0.3799254855302533
l39_404,-0.8801852433383018
l39_542,-0.14881612905624597
l3_163,1.2697200986958614
l3_167,-1.1839966419335035
l3_265,-0.9349567773448665
l3_325,-0.11247236948456703
l3_327,-0.1713679568379143
l3_66,-0.26189621890000586
l40_123,-0.16340357615167758
l40_127,-0.9555366517587479
l40_294,0.3708171991788083
l40_300,-0.8861298572159596
l40_405,-0.47764607056035463
l40_458,-0.18837897971184134
l41_129,0.747724684696583
l41_286,0.9533024821370006
l41_295,1.107262099080867
l41_303,-0.10242128157977726
l41_451,0.1410022735420409
l42_2070,0.6347026442685986
l42_290,-0.6399341354925812
l42_297,1.4385702083760128
l42_308,0.4076670852027943
l42_459,-0.9716662925324838
l42_488,-0.5139779990718605
l43_131,-0.6060779938037046
l43_152,0.2188617344492968
l43_302,-1.0262856446632724
l43_310,-0.49533407249528855
l43_411,-0.26473294407413334
l43_413,0.6194648870180968
l44_291,0.029053596364692267
l44_305,0.3992250449874203
l44_312,-0.2304086812977331
l44_412,-0.05020751014812123
l44_414,-1.101843194390372
l44_540,-0.2455017725957377
l45_135,-0.06135681921125286
l45_139,-0.8315928900863804
l45_306,-0.4721071279535898
l45_415,-1.8239336104186357
l45_452,-1.5273515024756152
l45_543,0.24312318518047152
l46_137,1.5268061063236338
l46_141,-0.35635806732706965
l46_2096,-0.27925781161163965
l46_311,-0.4223845483097228
l46_317,-0.01623695327051021
l46_453,0.4149843294459469
l47_138,-0.4312925346289207
l47_144,0.5345336234910334
l47_313,-0.5667368904554475
l47_319,-0.6628585957820462
l47_420,-0.7907574707341521
l47_457,0.14821803410133072
l48_140,-0.405158092088151
l48_153,0.5627025844340412
l48_315,0.19483925740224448
l48_421,-0.2538282399039016
l48_422,0.7313780155614673
l48_535,-1.4173870499465746
l49_143,-0.5302989614442722
l49_154,0.2613417935441334
l49_424,-1.1297584864268362
l49_471,0.39189076270614137
l49_510,2.1011643563032147
l49_529,0.13862242653431178
l4_169,1.2128250192071652
l4_172,0.3837039432851373
l4_326,-0.42961985140346315
l4_331,-0.6133547499629703
l4_68,0.10918673179792056
l4_80,0.15765619768447992
l50_145,-1.0062060410559939
l50_156,-0.03999462840558739
l50_425,-0.9075021357141898
l50_460,-0.683362989556041
l50_472,-0.5328362627553197
l50_474,-0.03718307345100641
l51_147,-0.9208141236737049
l51_158,0.6279246076669188
l51_427,0.10283664758323086
l51_429,0.19429277966940992
l51_475,-0.3966281919755758
l51_497,0.7214721540371254
l52_149,-1.1616844384043499
l52_164,-0.5670316232836329
l52_2023,-1.0659706165676477
l52_428,1.4533982061978574
l52_430,-0.844001591742269
l52_477,-0.7385172499788017
l53_150,-0.9288216201213662
l53_166,-0.7509334458680391
l53_431,-0.032461754652423166
l53_432,-0.2108819602644254
l53_478,0.05328144835914865
l53_498,0.5101058154956085
l54_151,-0.48033428661017447
l54_171,0.6566268110042709
l54_461,-0.4765363307376725
l54_479,-0.29356184265951335
l54_499,0.03737667196757618
l54_516,0.3364263841723803
l55_157,-1.0144302416211481
l55_180,0.9548329762840841
l55_435,0.29273785662170404
l55_437,0.08965595582947873
l55_500,0.3347002248820606
l55_519,-1.5763472674980288
l56_159,-0.03012173324207765
l56_438,-0.31142267847481114
l56_487,0.7519108146299528
l56_489,0.409452605349366
l56_522,-0.28698464380447164
l57_170,0.0049417246921146
l57_2095,-0.9742996870859671
l57_288,0.11354620131829316
l57_439,-0.30750654297799646
l57_463,0.3316914593463591
l57_501,0.06352158043865465
l58_177,-0.00899245023915433
l58_189,0.6856797392028912
l58_441,0.617879665869471
l58_466,-1.0382481377144461
l58_483,-0.12898244857047217
l58_503,0.8617100324025627
l59_191,-1.0580158859893307
l59_293,1.4766514738543646
l59_485,-0.2661091682327939
l59_504,0.8604769365627852
l59_546,-0.30036712045793595
l59_547,-0.6017160036822291
l5_175,0.24584968490973347
l5_179,-0.5702750644176875
l5_328,0.11395833154380358
l5_332,-0.43417536271622975
l5_69,0.46114294103034104
l5_82,-1.1451838381225585
l60_190,0.22091417937111268
l60_198,-1.3516719730435505
l60_446,0.8499879484092986
l60_492,-0.12787539812903578
l60_505,0.02224642040374837
l60_518,0.7692044300487758
l6_176,-0.3833874422219634
l6_187,1.4553465318639587
l6_329,1.5739545588074062
l6_330,1.0606290321806615
l6_70,0.22484577048832
l6_83,1.0426683583187792
l7_183,0.4492295209519595
l7_199,0.03554377294062777
l7_267,0.6598569998735238
l7_333,0.499597502798635
l7_336,-1.1978311829689972
l7_71,-0.8890640012668094
l8_185,-0.07665517148454015
l8_200,-1.685740148573762
l8_268,0.3652110676019314
l8_335,0.9196776470255664
l8_339,-0.35426920500873305
l8_76,0.7056216770362146
l9_195,0.04464353246933882
l9_201,0.22828325601209812
l9_340,-1.0161918431132742
l9_38,0.23522499740007502
l9_491,-0.5350277443613858
l9_536,0.26256135371887657
