run_identifier,model_family,model,balanced_accuracy,accuracy,macro_f1,weighted_f1,n_test,n_features,trained_feature_cols,source_folder,n_positive,n_negative,macro_precision,macro_recall,weighted_precision,weighted_recall,roc_auc,average_precision,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,source_csv
all_last_select_pruned_t07,logreg,trial_level_log_reg,0.8390855938932862,0.8477574226152874,0.7591960810180466,0.8626098976123246,1583,37,skip_rate__correct | area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t07,1352,231,0.7268298377285423,0.8390855938932862,0.8964916933706465,0.8477574226152874,0.9023508542739312,0.9784386194296808,0.4872448979591837,0.8268398268398268,0.6131621187800963,231,0.966414777497901,0.8513313609467456,0.9052300432559968,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t07\model_summary.csv
all_last_select_pruned_t05,logreg,trial_level_log_reg,0.8349631138092677,0.8376500315855969,0.7486408921703402,0.8545636578651415,1583,22,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__question | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t05,1352,231,0.7175223005426985,0.8349631138092677,0.8940140259674549,0.8376500315855969,0.8953738569123184,0.9751957328041776,0.4682926829268293,0.8311688311688312,0.5990639625585024,231,0.9667519181585678,0.8387573964497042,0.8982178217821782,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t05\model_summary.csv
select_1_last_select,logreg,trial_level_log_reg,0.8345932913240606,0.8370183196462413,0.7479560703230297,0.8540546691448365,1583,13,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_select,1352,231,0.7169384170797937,0.8345932913240606,0.8938235297959405,0.8370183196462413,0.8951016931786162,0.9746975071325972,0.4671532846715328,0.8311688311688312,0.5981308411214953,231,0.9667235494880546,0.8380177514792899,0.8977812995245642,1352,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_select\model_summary.csv
baseline_last_ans,logreg,trial_level_log_reg,0.8326561259253566,0.7662665824384081,0.690045426065163,0.7988911793064467,1583,4,last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_ans,1352,231,0.6803463803135719,0.8326561259253566,0.8948598470884971,0.7662665824384081,0.8638813109966956,0.9637886175303672,0.3774250440917107,0.9264069264069263,0.5363408521303258,231,0.9832677165354332,0.738905325443787,0.84375,1352,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_ans\model_summary.csv
baseline_last_confirm,logreg,trial_level_log_reg,0.8224756013217551,0.7795325331648768,0.6970481127300584,0.8089912547487406,1583,5,last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_confirm,1352,231,0.681144353594181,0.8224756013217551,0.8888527326878719,0.7795325331648768,0.8522230974154051,0.96038875343427,0.3878326996197718,0.8831168831168831,0.5389696169088507,231,0.9744560075685904,0.7618343195266272,0.8551266085512661,1352,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_confirm\model_summary.csv
all_no_last,logreg,trial_level_log_reg,0.7917707292707292,0.8098547062539482,0.7102927272671999,0.830561023004425,1583,105,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | mean_dwell_time__answer_A | mean_dwell_time__answer_B | mean_dwell_time__answer_C | mean_dwell_time__answer_D | mean_fixations_count__answer_A | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_A | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_A | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_A | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_avg_fix_pupil_size_z__answer_A | mean_avg_fix_pupil_size_z__answer_B | mean_avg_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_A | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_A | mean_min_fix_pupil_size_z__answer_B | mean_min_fix_pupil_size_z__answer_C | mean_min_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_A | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_A | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last,1352,231,0.6854304703143569,0.7917707292707292,0.8751985907065771,0.8098547062539482,0.8644560567637491,0.9696648624262044,0.4174528301886792,0.7662337662337663,0.5404580152671755,231,0.9534081104400344,0.8173076923076923,0.8801274392672243,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last\model_summary.csv
all_no_last_aic,logreg,trial_level_log_reg,0.7914009067855221,0.8092229943145925,0.709657710620931,0.8300597419268583,1583,39,area_dwell_proportion__correct | num_label_visits__answer_B | num_label_visits__contrast | mean_first_fixation_duration__answer_B | trial_mean_dwell | skip_rate__contrast | has_xyx | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__distance_furthest | num_label_visits__distance_closest | mean_first_fixation_duration__distance_closest | first_encounter_avg_pupil_size_z__contrast | num_label_visits__answer_D | first_encounter_avg_pupil_size_z__question | skip_rate__question | mean_min_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_dwell_time__contrast | ANSWER_PRESS_NUMBER | mean_fixations_count__distance_furthest | skip_rate__distance_closest | mean_dwell_time__correct | mean_min_fix_pupil_size_z__answer_C | skip_rate__wrong_mean | mean_dwell_time__distance_furthest | num_label_visits__question | mean_avg_fix_pupil_size_z__answer_D | mean_avg_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__distance_furthest | area_dwell_proportion__question | mean_first_fixation_duration__correct | mean_dwell_time__distance_closest | area_dwell_proportion__answer_B | mean_first_fixation_duration__distance_furthest | first_encounter_avg_pupil_size_z__answer_D | mean_first_fixation_duration__question,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_aic,1352,231,0.6849192319414812,0.7914009067855221,0.8750208930878084,0.8092229943145925,0.8670336074182229,0.970454932527103,0.4164705882352941,0.7662337662337663,0.5396341463414634,231,0.9533678756476685,0.8165680473372781,0.8796812749003984,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_aic\model_summary.csv
select_1,logreg,trial_level_log_reg,0.7902370065831604,0.8041692987997473,0.7052672672672673,0.8261714955637888,1583,8,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx,..\reports\report_data\answer_correctness\new_subject\logreg\select_1,1352,231,0.6815140774560455,0.7902370065831604,0.8743562978295233,0.8041692987997473,0.8428750736443045,0.9630388406067478,0.4091954022988506,0.7705627705627706,0.5345345345345346,231,0.9538327526132404,0.8099112426035503,0.876,1352,..\reports\report_data\answer_correctness\new_subject\logreg\select_1\model_summary.csv
all_no_last_pruned_t09,logreg,trial_level_log_reg,0.7884967596506058,0.8073278584965256,0.7071031349546504,0.8284334968233784,1583,71,mean_dwell_time__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | mean_first_fixation_duration__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | num_label_visits__question | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t09,1352,231,0.6828044034880559,0.7884967596506058,0.8737630807308664,0.8073278584965256,0.8652277209969518,0.969901239750399,0.4131455399061033,0.7619047619047619,0.5357686453576864,231,0.9524632670700086,0.8150887573964497,0.8784376245516142,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t09\model_summary.csv
baseline_last_select,logreg,trial_level_log_reg,0.7829045954045954,0.7119393556538218,0.637066801814847,0.7538013398586451,1583,5,last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_select,1352,231,0.6469269144425044,0.7829045954045954,0.8768289541834726,0.7119393556538218,0.8151191756960988,0.9497016889459368,0.3222748815165877,0.8831168831168831,0.4722222222222222,231,0.9715789473684212,0.6826923076923077,0.8019113814074718,1352,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_select\model_summary.csv
all_no_last_pruned_t05,logreg,trial_level_log_reg,0.778620418043495,0.7965887555274794,0.6951982874091083,0.8196875697318838,1583,17,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__question | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t05,1352,231,0.673265089124998,0.778620418043495,0.869358465064263,0.7965887555274794,0.8489395220164451,0.9662541013849074,0.3963553530751708,0.7532467532467533,0.5194029850746269,231,0.9501748251748252,0.8039940828402367,0.8709935897435898,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t05\model_summary.csv
all_no_last_pruned_t07,logreg,trial_level_log_reg,0.7758251364020594,0.801010739102969,0.6974999590515241,0.8228083655716859,1583,32,skip_rate__correct | area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t07,1352,231,0.6747750982993901,0.7758251364020594,0.8683594393948922,0.801010739102969,0.859525090294321,0.9695842404997066,0.4014084507042254,0.7402597402597403,0.5205479452054794,231,0.9481417458945548,0.8113905325443787,0.8744519728975687,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_no_last_pruned_t07\model_summary.csv
area_only,logreg,trial_level_log_reg,0.7745091447014524,0.8079595704358813,0.7023258115597784,0.8278989225885285,1583,50,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest,..\reports\report_data\answer_correctness\new_subject\logreg\area_only,1352,231,0.6785476272788994,0.7745091447014524,0.8681826446370388,0.8079595704358813,0.8528906990445452,0.966581377437445,0.4107579462102689,0.7272727272727273,0.525,231,0.9463373083475298,0.8217455621301775,0.8796516231195566,1352,..\reports\report_data\answer_correctness\new_subject\logreg\area_only\model_summary.csv
derived_with_num_selects,logreg,trial_level_log_reg,0.6336307922846385,0.7144662034112444,0.5820603642039056,0.7486450395702657,1583,5,seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER,..\reports\report_data\answer_correctness\new_subject\logreg\derived_with_num_selects,1352,231,0.5806866031760762,0.6336307922846385,0.8075654713509985,0.7144662034112444,0.6677761341222879,0.9102942579772078,0.2603036876355748,0.5194805194805194,0.3468208092485549,231,0.9010695187165776,0.7477810650887574,0.8172999191592563,1352,..\reports\report_data\answer_correctness\new_subject\logreg\derived_with_num_selects\model_summary.csv
question_only,logreg,trial_level_log_reg,0.5772672839980533,0.7346809854706254,0.5590786583618943,0.7561259143067267,1583,10,mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question,..\reports\report_data\answer_correctness\new_subject\logreg\question_only,1352,231,0.5555782030908127,0.5772672839980533,0.7845111780597637,0.7346809854706254,0.5972376981992367,0.8829269554056524,0.2322946175637393,0.354978354978355,0.2808219178082192,231,0.8788617886178862,0.7995562130177515,0.8373353989155693,1352,..\reports\report_data\answer_correctness\new_subject\logreg\question_only\model_summary.csv
